52.00	Feb 5	174174064957;174178684735	Wedgwood Jasperware Teal Green (Etruscan) Large Jug "Sacrifice Figures" 8";WEDGEWOOD JASPERWARE Black/White Bud Vase 4 3/4”. "Sacrifice Figures" 
39.00	Feb 5	174175047821	Barbie Doll Wedgwood England 1759 Pink Dress Limited Edition 2000
31.00	Feb 5	174175042140	Barbie Doll Wedgwood England 1759 Blue Dress Limited Edition 1999
29.95	Feb 4	174174107602	Wedgwood Jasperware Lilac and White Jug "Offering to Peace" 5.25"
59.00	Feb 4	174174084685	Wedgwood Jasperware Teal Green Pitcher/ Jug Franklin and Washington 6.25"
59.95	Feb 4	174173431780	Large WEDGWOOD Dry Body Ware White/Cream BOTTLE England ~10.25in
19.95	Feb 4	174173368519	Pair of Fenton Daisy and Button CLEAR/GREEN Glass Shoe Skates
54.00	Feb 4	174173314133	Wedgwood Jasperware Teal Green Pitcher/ Jug Franklin and Washington ~5.25"
73.77	Feb 3	174172733104	Wedgwood White Stoneware Cup and Saucer
43.00	Feb 3	174172701173	Wedgwood Jasperware Teal Green Pitcher / Jug Franklin and Washington 7.5"
46.50	Feb 3	174172573368	Two Wedgwood Cobalt Blue Jasperware Miniature Toothpick Holders - Rare
82.00	Feb 3	174172480278	Two Wedgwood Blue Jasperware Toy Mugs - "Buckingham" and "Achilles" Rare
113.50	Feb 3	174172457908	Wedgwood Pale Blue Jasperware Arabesque Pattern Creamer Rare " War and Peace" 
16.45	Feb 3	174172206849	Wedgwood Jasperware Olive Green and White Bud Vase "Aurora"  6.0"x4.5"
19.95	Feb 1	174170347403	Wardle Pottery Jug Light Green with White Garlands
76.55	Feb 1	174170306466	Wedgwood CANEWARE OINOCHOE  Jug / Pitcher 4.75"
23.50	Feb 1	174170279321	Wedgwood White Jasperware&nbsp;Vase with dark blue relief
105.50	Feb 1	174170272398	Wedgwood White Jasperware Cup and Saucer with blue relief. 
202.55	Feb 1	174170064618	Wedgwood Dark Blue Jasperware 8.5" Portland Vase "Peleus and Thetis" 
160.28	Jan 28	174164807854	Wedgwood White Jasperware&nbsp;Standish with blue relief
432.87	Jan 28	174164769230	Wedgwood Cobalt Blue Jasper Ware "Muses" Coffee Pot Spaniel Finial
90.00	Jan 26	174162162274	Wedgwood Black Basalt  Coffee Pot 8.75"
59.95	Jan 25	174161154945	Large WEDGWOOD Dry Body Ware White/Cream BOTTLE England ~10.25in
62.00	Jan 25	174161118735	Wedgwood Jasperware Biscuit Barrel Tricolor Dark Blue, Light Blue and White 
305.00	Jan 25	174161112128	Rare Wedgwood Cobalt Blue Jasper Ware Double Handled Pedestal Campana Urn Vase 
68.00	Jan 25	174160854504	Vintage Wedgwood Lustre Celestial Dragon VASE Blue/Gold England 7.5in Z4829
